ID	S002_FU3	S002_FU4	S002_FU5	S013_FU1	S013_FU2	S013_FU3	S017_BL	S017_FU1	S017_FU2	S020_NTS1	S020_FU4	S020_FU5	S029_BL	S029_FU1	S029_FU2	S007_BL	S007_FU1	S007_FU2	S007_NTS1	S007_FU3	S007_FU5	S008_FU1	S008_FU2	S008_FU3	S009_BL	S009_FU1	S009_FU2	S009_FU3	S009_FU4	S019_BL	S019_FU1	S019_FU2	S019_FU3	S019_FU4
cg20592766	0.895971789	0.929304491	0.915672002	0.879393188	0.908449952	0.91074448	0.906448611	0.849147339	0.911299267	0.909065476	0.907443874	0.918498318	0.907586739	0.898968727	0.905588082	0.877565717	0.882979021	0.922615791	0.917508789	0.920118521	0.930106883	0.823593995	0.870672585	0.822555451	0.904278854	0.913020804	0.922979453	0.911154536	0.911260807	0.88469129	0.919107167	0.897332973	0.919118399	0.857718118
cg20596724	0.826252467	0.804776841	0.844980185	0.825847855	0.801931486	0.795681274	0.805589156	0.803576466	0.833278439	0.832970149	0.779027663	0.831709598	0.845774682	0.765269439	0.823207027	0.654127631	0.752945497	0.790223046	0.717897746	0.842728762	0.820921828	0.713870503	0.619407612	0.702310001	0.842336183	0.857254563	0.844728945	0.791459137	0.805276734	0.616964504	0.836143524	0.70294617	0.436554163	0.475201732
cg20611680	0.046254265	0.051861399	0.027984338	0.17742647	0.140572321	0.10210158	0.078732588	0.087950088	0.062259471	0.045435749	0.052600843	0.053732229	0.091170702	0.044491531	0.068286016	0.096571109	0.057235564	0.055894852	0.064366561	0.030021367	0.051487619	0.121756481	0.121672285	0.168346004	0.041201414	0.052738819	0.077792884	0.042637004	0.078681441	0.139092595	0.039808834	0.077042014	0.201034781	0.225802906
cg20618441	0.14187056	0.069770138	0.078556303	0.098755992	0.065653388	0.066194486	0.086232496	0.068699513	0.07528771	0.080411084	0.120097452	0.063754337	0.130604904	0.14985024	0.13453737	0.178620446	0.160572085	0.077008699	0.081634069	0.117527835	0.060414061	0.215119094	0.492025634	0.207249576	0.177502734	0.134434244	0.17413172	0.112792509	0.238585242	0.346381269	0.080736914	0.222393609	0.626260824	0.646206779
cg20634514	0.378324656	0.444764882	0.459592429	0.368712389	0.541703413	0.227031661	0.179455393	0.317890501	0.242358668	0.412638637	0.266902331	0.274757431	0.337388118	0.352166196	0.353516856	0.491167549	0.474413832	0.407209263	0.554198487	0.217532642	0.21866575	0.442835325	0.530526429	0.308219048	0.255291721	0.333341731	0.33648588	0.259809309	0.347580761	0.396353607	0.43956323	0.389468758	0.615526773	0.590045439
cg20643029	0.151030613	0.217372482	0.051507481	0.487737049	0.467135918	0.444556937	0.141170429	0.138910295	0.143224638	0.054906296	0.07238524	0.111008653	0.333327489	0.080276471	0.282261566	0.155814756	0.135307737	0.136985252	0.286590644	0.056218967	0.069127908	0.366341749	0.470971251	0.209503918	0.2200895	0.229897475	0.20123645	0.17557708	0.301269431	0.46393293	0.125827229	0.353014548	0.51850405	0.653896243
cg20649663	0.895658258	0.886955158	0.91849889	0.926602013	0.904775173	0.875742428	0.889344466	0.805207049	0.891211307	0.914980106	0.887161851	0.889611124	0.913392703	0.913886894	0.870576196	0.803253153	0.881474749	0.911764902	0.89477226	0.904921998	0.849189056	0.880292944	0.873564786	0.904710403	0.909598682	0.899533019	0.882035869	0.912175482	0.868025384	0.796902408	0.897356231	0.81646073	0.785176144	0.685748861
cg20656868	0.284205241	0.266290697	0.129762854	0.3604151	0.147937107	0.328909338	0.374236569	0.38055552	0.327313068	0.332983368	0.361273705	0.255301454	0.138444587	0.363900605	0.322909173	0.384953911	0.460773886	0.162545409	0.203871977	0.376363581	0.356441026	0.413458815	0.555247162	0.357935186	0.154778806	0.364538145	0.296180999	0.296459109	0.284220282	0.440457565	0.134145734	0.397312769	0.540938186	0.487880722
cg20666186	0.819274172	0.807737431	0.882888778	0.770413184	0.824115874	0.801707636	0.833418748	0.763238611	0.827905926	0.868701186	0.76175193	0.786832555	0.852031653	0.727458095	0.842397209	0.748571281	0.744349059	0.874380726	0.791441102	0.827440176	0.86875459	0.630535123	0.67762348	0.764238145	0.878517756	0.783680122	0.821371383	0.846022088	0.724892319	0.72118293	0.842468987	0.776676121	0.776282236	0.691220659
cg20697025	0.100469019	0.143421024	0.134169144	0.021679414	0.212878076	0.014689628	0.024661957	0.047497403	0.057829971	0.07169345	0.031051144	0.054898794	0.137437693	0.019328393	0.078366468	0.220144202	0.0165087	0.127162533	0.242446168	0.043925992	0.05176076	0.279367793	0.283271078	0.186208986	0.017820963	0.025118801	0.074704652	0.086741885	0.101380648	0.319127392	0.159795313	0.23536994	0.398998522	0.458378817
cg20699586	0.133062617	0.247090492	0.312978738	0.038522199	0.399056974	0.085709141	0.045747853	0.066169459	0.04053554	0.226979588	0.10976641	0.10437312	0.307260548	0.135344296	0.35420088	0.07183816	0.049880962	0.206115615	0.285415635	0.108543139	0.164519447	0.721640594	0.779984426	0.695719683	0.077967938	0.294979064	0.227416453	0.167717908	0.452499573	0.74432881	0.424625114	0.691143609	0.821464757	0.858167813
cg20707786	0.883489361	0.847137228	0.840540861	0.845341231	0.871556036	0.826893096	0.732574848	0.848629479	0.795874359	0.823562668	0.776439659	0.837183146	0.847452134	0.872399265	0.824023871	0.718506643	0.727288522	0.802464399	0.73221602	0.770929238	0.792046516	0.863792033	0.853861353	0.791969907	0.884152326	0.852104414	0.87260426	0.841576332	0.686111559	0.810315613	0.832544253	0.810368583	0.824665932	0.810023791
cg20717768	0.071788885	0.089954937	0.109520764	0.150914895	0.079637727	0.08030063	0.05254808	0.147725036	0.099931102	0.089863768	0.125033702	0.131592575	0.067841311	0.0880052	0.076640324	0.172155152	0.209586334	0.044026523	0.07343852	0.094427092	0.08769198	0.214307246	0.338858835	0.189956512	0.032906274	0.057599438	0.085246007	0.106722037	0.134680326	0.340829411	0.057871567	0.274248658	0.41951328	0.364948254
cg20725021	0.615807668	0.609230823	0.730462236	0.630290349	0.725475013	0.609672405	0.580926504	0.605651156	0.632035333	0.766666573	0.61922721	0.588435799	0.791303704	0.802999021	0.740377335	0.754192888	0.644477536	0.772804969	0.716417579	0.654962139	0.695695789	0.786674462	0.661740163	0.61521165	0.724140191	0.655487226	0.701781724	0.710427594	0.648493865	0.468655676	0.726223612	0.485466511	0.476476698	0.40849869
cg20739504	0.852306719	0.853419138	0.867782986	0.891133702	0.874956162	0.865458129	0.867414658	0.899344008	0.869560864	0.846420557	0.874502415	0.874808758	0.898925263	0.84423566	0.880242173	0.909243182	0.795062088	0.899285327	0.832088704	0.888833784	0.883994497	0.822716598	0.779232205	0.827670068	0.897030873	0.874819505	0.877819628	0.88431163	0.862720938	0.786876904	0.881093733	0.837519079	0.761574874	0.769999058
cg20761853	0.743231951	0.818918616	0.886187231	0.837189132	0.903010883	0.858998761	0.768462793	0.894520667	0.799492811	0.824151372	0.846872229	0.876948671	0.820087953	0.902162674	0.812531812	0.877051749	0.84590995	0.749629818	0.882223822	0.829568957	0.836039193	0.70401659	0.732596202	0.768099614	0.788954673	0.848022265	0.859934008	0.77009286	0.730953873	0.638039111	0.746773152	0.614043354	0.423368357	0.450702782
cg20779917	0.164446298	0.204537152	0.139741997	0.157257933	0.180638816	0.052638391	0.121591899	0.131717615	0.160435575	0.115029346	0.101944439	0.09503386	0.16604631	0.133960717	0.156891287	0.223915977	0.244833643	0.148306446	0.173396021	0.135839243	0.122521421	0.342711567	0.393244744	0.243089216	0.164217961	0.155255855	0.191861522	0.136263001	0.280938829	0.471125868	0.219560259	0.431834977	0.54666238	0.564360557
cg20784693	0.520032711	0.601621678	0.606614318	0.297665756	0.690515867	0.290407173	0.309633489	0.414969215	0.277418535	0.541591765	0.335692515	0.376903088	0.509230838	0.414392047	0.442693403	0.413827798	0.444425354	0.547839035	0.627054659	0.362187646	0.346950827	0.892850133	0.840247596	0.745088068	0.441821845	0.295900453	0.524892012	0.452898661	0.426998474	0.698646821	0.692087404	0.637360258	0.813830174	0.798301434
cg20789620	0.633349131	0.635093438	0.663651186	0.688174529	0.713194332	0.612048713	0.754634993	0.690678878	0.70493048	0.677586194	0.606960807	0.660938557	0.646183711	0.604764752	0.601123859	0.665747811	0.594471014	0.749324663	0.714532057	0.682645384	0.667417433	0.488087218	0.431822405	0.521514947	0.700610002	0.650828138	0.660709479	0.634928005	0.540624142	0.535021949	0.709172644	0.55837699	0.431318737	0.401171834
cg20810046	0.920884783	0.930775605	0.931472668	0.916417624	0.943564102	0.922239101	0.915423468	0.914504464	0.936872386	0.944602357	0.856111563	0.925102368	0.933744825	0.94067266	0.888377991	0.938823451	0.952530895	0.937674411	0.932751921	0.938479292	0.933977961	0.857368662	0.71639754	0.829542011	0.941155732	0.892104364	0.899700035	0.920871479	0.821553288	0.639187401	0.91414471	0.754393959	0.608824193	0.568627911
cg20824989	0.116115236	0.111428332	0.115955208	0.075273548	0.08737823	0.082205598	0.107961596	0.094434769	0.085785378	0.0801469	0.088334136	0.109748259	0.095335083	0.081536216	0.137082585	0.075805984	0.095054873	0.090958276	0.089696105	0.076628616	0.093139462	0.302640057	0.265903338	0.202537827	0.114234848	0.099908671	0.099591534	0.093349544	0.126975163	0.268055903	0.072894847	0.204254754	0.403007721	0.452092174
cg20842253	0.036688791	0.040780901	0.030290585	0.024212798	0.03143142	0.024319983	0.036932176	0.030471748	0.032249274	0.031379453	0.031553488	0.041614617	0.032109229	0.029217032	0.050108072	0.021435237	0.024988748	0.027723986	0.029228358	0.026922455	0.028209195	0.105805719	0.264524782	0.111303549	0.036522163	0.030529951	0.034224781	0.037581078	0.063293289	0.175946389	0.02318784	0.09306897	0.25525929	0.358696816
cg20873416	0.087531205	0.066606222	0.068032737	0.078522211	0.072493619	0.047824353	0.105642372	0.069053543	0.051952119	0.075641651	0.066411719	0.077736484	0.053699123	0.109017727	0.07389756	0.111611857	0.08615313	0.056324288	0.075845488	0.072973584	0.084236039	0.223056491	0.407031548	0.118060557	0.066186934	0.087295959	0.064432499	0.058945608	0.096274249	0.242961803	0.096913792	0.301105674	0.374755985	0.513026292
cg20874324	0.810705176	0.8152689	0.829204529	0.865944417	0.857071133	0.781484207	0.845868959	0.844006659	0.860769309	0.854312076	0.766085011	0.814104673	0.85595331	0.75631312	0.799654358	0.782996471	0.812088933	0.886159457	0.842242427	0.835250947	0.787035734	0.817718288	0.646377236	0.712930544	0.833605824	0.80792224	0.84171247	0.794300392	0.788737225	0.689853996	0.837515511	0.804477431	0.645578602	0.607880714
cg20892260	0.035366151	0.048733651	0.051947356	0.02084007	0.037250461	0.042495775	0.027217003	0.02020558	0.021628132	0.019346528	0.016934254	0.018640869	0.040097071	0.018117644	0.045862785	0.010381347	0.010368262	0.043192914	0.050590747	0.034386097	0.041197403	0.26555782	0.384214622	0.168185006	0.027577604	0.020445247	0.069058606	0.022895886	0.078374233	0.424157874	0.038914021	0.358060344	0.54965182	0.551501273
cg20907456	0.128373021	0.196174493	0.166781094	0.105531983	0.346743483	0.037348839	0.093185718	0.11014632	0.07374371	0.172649709	0.082135074	0.080899159	0.23809114	0.162938702	0.082367335	0.340359872	0.093963248	0.277140161	0.371439724	0.071188102	0.123209627	0.377115921	0.39996546	0.209828067	0.101280395	0.159290544	0.171053886	0.107620365	0.155046041	0.314832436	0.300173741	0.250001162	0.441116008	0.359473457
cg20927242	0.045329993	0.04529904	0.042423677	0.039223877	0.039708495	0.039988129	0.057579662	0.04225063	0.039283295	0.044433814	0.040515665	0.04421935	0.044305917	0.038331826	0.059224051	0.037919379	0.033150129	0.032910155	0.033457878	0.03557934	0.038182951	0.198542741	0.316551647	0.082401493	0.059055164	0.039923699	0.056303863	0.041938943	0.120182569	0.144741433	0.030637622	0.088479286	0.216627088	0.310286401
cg20931951	0.953957469	0.970552495	0.962993837	0.970751762	0.968107559	0.971064077	0.964258621	0.96017363	0.954285103	0.966675374	0.956123395	0.961626596	0.963927467	0.960315309	0.953094714	0.957982228	0.966663644	0.967921117	0.965655157	0.965227072	0.960909924	0.95953175	0.947844462	0.940142414	0.953486474	0.960662502	0.958805018	0.950247761	0.954486691	0.944316115	0.962450825	0.954786981	0.9484756	0.948864475
cg20939768	0.214571629	0.305112431	0.242634375	0.461245136	0.502423051	0.41829719	0.440968616	0.528428844	0.53335805	0.447940748	0.420249433	0.403264745	0.393927973	0.389604263	0.369093871	0.124671264	0.293121274	0.281324949	0.310642635	0.297390417	0.205605839	0.54004648	0.541931504	0.438684002	0.364772879	0.342206731	0.46308847	0.452636658	0.485949924	0.465997993	0.501099584	0.494793159	0.64106977	0.640739501
cg20944283	0.773345511	0.753671882	0.815702848	0.804268061	0.780045172	0.821542752	0.884796215	0.785743057	0.831786799	0.791660976	0.816028375	0.694297227	0.782052781	0.835976691	0.814117365	0.783333102	0.805831928	0.70622404	0.719678719	0.790782639	0.821483334	0.521727359	0.569892088	0.688238919	0.796089444	0.841204276	0.787989761	0.704652355	0.724739663	0.596931166	0.699792529	0.580017312	0.443228587	0.456085045
cg20954870	0.680417607	0.596060546	0.611092362	0.435743864	0.72647534	0.700829845	0.385749911	0.558707767	0.67389536	0.527779581	0.538615902	0.525181445	0.477609342	0.619893765	0.588786962	0.816850322	0.735343807	0.501576599	0.707399156	0.543182922	0.550518189	0.356303093	0.412029611	0.590907826	0.284532228	0.530341718	0.616491441	0.55825708	0.367665712	0.681101237	0.531397094	0.529687252	0.580695103	0.593827218
cg20977794	0.127062764	0.128412263	0.090612433	0.059265917	0.096108805	0.095953246	0.06123084	0.077733606	0.06135815	0.059576277	0.071805176	0.075000758	0.078475769	0.068407109	0.1311045	0.162079866	0.07998569	0.085352622	0.100994526	0.103134508	0.072983546	0.298781457	0.372413416	0.229393576	0.037703689	0.071196788	0.050166103	0.03926197	0.105818109	0.396989603	0.070807823	0.373136245	0.470590576	0.500945159
cg20982046	0.118653263	0.176992474	0.082082133	0.121378829	0.188728792	0.097639686	0.135135517	0.040809686	0.088920529	0.41211522	0.43139185	0.33852092	0.396141234	0.384072557	0.365965856	0.137369903	0.1089944	0.134580497	0.170138928	0.054072534	0.071633317	0.287683164	0.43750329	0.25197885	0.101624338	0.096860721	0.156080411	0.08752877	0.221228408	0.487666238	0.2163711	0.385762276	0.570099461	0.64871996
cg20984972	0.790960409	0.784069477	0.83477131	0.74305448	0.809996534	0.712637408	0.823190716	0.762245714	0.761832393	0.757553593	0.715636528	0.721793039	0.790300986	0.606999884	0.772380704	0.866043252	0.752560175	0.820712731	0.799605061	0.747319692	0.771191642	0.833474299	0.760148872	0.672026827	0.768939648	0.764779754	0.737750071	0.631408963	0.746205401	0.773401793	0.82031023	0.766008314	0.744875378	0.738260974
cg20985269	0.893003631	0.827943042	0.840303753	0.845462377	0.798092639	0.897203677	0.912307961	0.879684016	0.860475855	0.856125015	0.899367216	0.83079636	0.874553991	0.891337425	0.866055723	0.770744271	0.831014055	0.851699797	0.787121185	0.914746551	0.859683849	0.708554972	0.599795712	0.781377852	0.89325505	0.924522417	0.866219454	0.912478691	0.790149273	0.607335242	0.842864343	0.716944526	0.454352057	0.518179408
cg20991420	0.110289799	0.186088949	0.119848112	0.286810482	0.325648581	0.348020891	0.254597442	0.378158439	0.298449193	0.351867209	0.45852123	0.407076686	0.154754407	0.330417965	0.255415002	0.503006689	0.491822301	0.308501501	0.379552957	0.369954723	0.325952594	0.364005678	0.507954939	0.428867835	0.271588411	0.327442933	0.341485491	0.378438812	0.351028819	0.505929497	0.165970316	0.435741186	0.612334751	0.585870163
cg20992002	0.856435106	0.8666159	0.894159696	0.862712688	0.848168159	0.867779615	0.870890696	0.819327915	0.909340933	0.908904849	0.878297616	0.86342168	0.892052128	0.845111602	0.883391321	0.855920244	0.837709205	0.880751651	0.827286985	0.893356312	0.899462974	0.868082755	0.908485992	0.877995351	0.882266682	0.875734659	0.893714796	0.887654773	0.874646701	0.853244716	0.870620722	0.845401155	0.789212529	0.809407263
cg21011139	0.092136673	0.219024252	0.058922021	0.059845738	0.083749848	0.045240915	0.060591936	0.100199892	0.060733129	0.044226198	0.049922923	0.095057942	0.084232687	0.049695108	0.088741301	0.231848858	0.043413377	0.074209853	0.086380441	0.045020909	0.052357231	0.492543042	0.585048424	0.334887199	0.07542236	0.047713111	0.094468655	0.052758992	0.330647393	0.531428575	0.168526171	0.50956644	0.608667333	0.645753047
cg21011403	0.862196744	0.889836268	0.89654168	0.879608396	0.890313458	0.870692333	0.874464272	0.861101862	0.83031463	0.882909846	0.850977789	0.830904268	0.900655395	0.873336979	0.892825004	0.894829008	0.898340429	0.89771383	0.875736156	0.874980898	0.87390998	0.783230014	0.737867656	0.793116067	0.886865498	0.889820712	0.898265376	0.864397413	0.895132734	0.787891061	0.862853526	0.803316689	0.686615156	0.654771893
cg21013866	0.080221072	0.046488148	0.03576683	0.043195738	0.041778516	0.03114348	0.044334394	0.039295994	0.035690602	0.034353272	0.034873061	0.038079452	0.038377323	0.027114523	0.048332574	0.080079483	0.059484666	0.039507958	0.041035644	0.03632849	0.039533072	0.323921778	0.467628371	0.139901232	0.038448412	0.030384474	0.04390142	0.035611864	0.094443313	0.480553328	0.035818808	0.391896731	0.530302335	0.57894288
cg21041579	0.822365102	0.867885425	0.858140528	0.834724263	0.869535779	0.859207956	0.849167512	0.791283553	0.856775405	0.846895128	0.81256081	0.854624508	0.875012718	0.873416475	0.854653866	0.755810207	0.837544383	0.865280073	0.85923921	0.884703997	0.858356195	0.802367976	0.72996791	0.826621993	0.836270679	0.873028038	0.852007237	0.846259627	0.847739609	0.684532691	0.857937391	0.816165276	0.569576273	0.546136886
cg21043424	0.058485088	0.076990481	0.04002389	0.03167445	0.093697293	0.035294328	0.043478839	0.037039033	0.03697315	0.035535838	0.037836829	0.040122622	0.072632937	0.03577791	0.059798583	0.073570569	0.031903806	0.054340122	0.095389239	0.03658166	0.042829309	0.234061002	0.404616766	0.115513185	0.040930837	0.036118492	0.06775589	0.036438552	0.09158557	0.305202485	0.082759425	0.22340832	0.438723394	0.44158608
cg21049958	0.738297308	0.708799001	0.776836468	0.77338704	0.706514796	0.736607194	0.796310724	0.757628176	0.767937287	0.73123239	0.704826073	0.774146993	0.757720022	0.772702422	0.829497275	0.770030253	0.761859623	0.70442989	0.652138022	0.796521275	0.796725632	0.65684867	0.514321592	0.672736067	0.799266167	0.752832585	0.75404336	0.818134125	0.722772205	0.598144696	0.745475516	0.653158174	0.444627162	0.409446199
cg21074656	0.407743247	0.436373054	0.417850939	0.725790957	0.695044996	0.717244453	0.349186483	0.45035934	0.492438909	0.689117853	0.605465765	0.652343095	0.47988549	0.302681946	0.531315348	0.171135442	0.13939794	0.304114973	0.416054426	0.188162764	0.202695221	0.578672546	0.612560545	0.534284847	0.497089502	0.625902064	0.540430588	0.692074412	0.600876381	0.434436479	0.646174015	0.455312485	0.40131712	0.328277354
cg21088438	0.611463755	0.451279918	0.597904668	0.399222514	0.556186164	0.502636828	0.447503862	0.44684964	0.495672625	0.426393439	0.466957258	0.431683846	0.389235101	0.408802171	0.540631569	0.695688165	0.524461771	0.393352762	0.551232364	0.46365972	0.389506258	0.491455175	0.620615255	0.555632387	0.168965729	0.413509839	0.619421086	0.601114012	0.590701554	0.449700171	0.329723627	0.468364061	0.595963938	0.45402768
cg21091128	0.379094967	0.390571441	0.405056344	0.232374088	0.356608098	0.169040801	0.320836639	0.276158521	0.317783929	0.408088081	0.459001862	0.492167797	0.298272882	0.302883654	0.358280029	0.631414937	0.659278444	0.71308882	0.643336806	0.721079019	0.766265103	0.505240051	0.558772538	0.42053037	0.350180431	0.470880102	0.3728218	0.384983369	0.406539036	0.558821941	0.345747878	0.530903239	0.596677307	0.591184497
cg21096399	0.063551754	0.126559274	0.144757964	0.043087429	0.191238961	0.087351096	0.132716365	0.042798173	0.080741373	0.085751579	0.106907716	0.04179488	0.14732784	0.120832608	0.124910193	0.099817777	0.176901783	0.166153681	0.250660194	0.122874305	0.086456741	0.273158533	0.282308714	0.148321621	0.051395854	0.053851371	0.080854468	0.070544917	0.175152427	0.272196818	0.200160041	0.255720875	0.404330667	0.339110604
cg21100077	0.070528733	0.106813418	0.032502217	0.050870609	0.092420157	0.031411226	0.087651809	0.096948449	0.099634067	0.127634317	0.056524479	0.07490826	0.065371835	0.063948639	0.05482531	0.09574382	0.03146771	0.062902508	0.177687782	0.028028519	0.030188154	0.376338791	0.465710591	0.206344721	0.061913172	0.062049904	0.098852741	0.059654996	0.201013911	0.41615983	0.151655469	0.335083767	0.504660089	0.543952784
cg21105787	0.14838414	0.162419651	0.100809147	0.060664393	0.050087188	0.084209134	0.069383269	0.076138732	0.055277091	0.065155425	0.062849373	0.052371075	0.039835564	0.055186607	0.093853899	0.048072636	0.044353729	0.037198644	0.047996278	0.071447543	0.058228176	0.332683087	0.349268592	0.167267423	0.045979621	0.12179966	0.202861402	0.082190077	0.342174844	0.526101366	0.054636956	0.484038837	0.585391729	0.556094284
cg21106505	0.91636024	0.869666586	0.944752283	0.952693813	0.936807457	0.952228274	0.949999741	0.937731146	0.946617696	0.952318372	0.945900331	0.935896162	0.936998197	0.953708316	0.925748388	0.964404857	0.96818584	0.939461051	0.95196727	0.954719246	0.948118971	0.930608503	0.946856621	0.928882242	0.931069216	0.941724716	0.934495146	0.948768992	0.936565645	0.687494783	0.959027236	0.738515695	0.626711985	0.660057124
cg21115608	0.037138011	0.086737712	0.061919701	0.024218853	0.03828769	0.041944484	0.030239121	0.030065883	0.037995906	0.033903128	0.036146972	0.035094192	0.026491717	0.040263763	0.069384473	0.021308857	0.022779114	0.03758472	0.035590384	0.033072502	0.045630501	0.238480308	0.399883437	0.245848329	0.030208314	0.040987274	0.035465285	0.047011767	0.155293697	0.504161217	0.018787002	0.419699112	0.653896444	0.703002282
cg21144493	0.420816464	0.464276522	0.403445798	0.253823422	0.418899531	0.210151166	0.084389175	0.103983161	0.168580602	0.441534186	0.372328831	0.377894622	0.534995275	0.374609386	0.489940312	0.372590706	0.095027125	0.38632288	0.444889153	0.321313493	0.318673417	0.579086695	0.63214004	0.538594945	0.450998182	0.505104482	0.506362606	0.399024041	0.53781581	0.483926517	0.421846741	0.37013957	0.593964382	0.60291538
cg21152671	0.151614534	0.205681158	0.197461477	0.28064857	0.122957742	0.188317193	0.270354456	0.222424257	0.242388763	0.218080698	0.33404461	0.288801403	0.229353318	0.346336879	0.288094716	0.26753405	0.274899636	0.178127251	0.153489509	0.22083087	0.273993073	0.340846728	0.650914043	0.332907395	0.197616209	0.368462448	0.189030842	0.249758293	0.28860192	0.467844023	0.231037207	0.454376878	0.578435044	0.602485671
cg21166964	0.16275913	0.211084221	0.151162204	0.130522818	0.181963386	0.098153213	0.108442975	0.176213749	0.134890621	0.255866408	0.180469793	0.240390741	0.138990017	0.177122203	0.10536591	0.237696508	0.103953176	0.1852616	0.241073664	0.109258325	0.167253686	0.257109739	0.300196063	0.182400757	0.1018189	0.107654192	0.206737901	0.116837013	0.201066276	0.340919961	0.267569469	0.28464229	0.454621503	0.48426728
cg21197224	0.791441053	0.798407742	0.86351458	0.875136889	0.702827104	0.803151131	0.83766492	0.860630502	0.855534146	0.805303697	0.767133611	0.837406375	0.848277332	0.777186554	0.79967365	0.876948709	0.798124781	0.825060853	0.746521303	0.810337505	0.835865641	0.84286736	0.79877781	0.831143327	0.855163302	0.872979829	0.841090831	0.814047859	0.858618765	0.711731083	0.812123555	0.778051423	0.803264717	0.80767737
cg21209876	0.851242791	0.886082052	0.887403835	0.892334521	0.843228653	0.872500427	0.857728709	0.881811618	0.818876685	0.843988706	0.813927118	0.811670961	0.826238565	0.86023097	0.873664977	0.790133118	0.818280383	0.871683657	0.802490727	0.888763919	0.856191482	0.851248723	0.771472803	0.757151097	0.890119243	0.851565772	0.861408997	0.851344174	0.851248758	0.854308601	0.815970401	0.823363446	0.803943417	0.765017096
cg21213332	0.488146437	0.495837017	0.566704861	0.44950892	0.661874776	0.325820864	0.249588882	0.487847341	0.370810815	0.405064074	0.387811415	0.322267849	0.620204587	0.44334863	0.384466046	0.582847648	0.444060832	0.575706665	0.644352583	0.376061407	0.44133703	0.575675444	0.479748713	0.415031488	0.380944963	0.452809862	0.530170842	0.449623181	0.507011275	0.54135405	0.57914702	0.510729725	0.641802269	0.56127266
cg21216477	0.138221726	0.240199316	0.217472507	0.088653553	0.194521042	0.124325563	0.140958143	0.163742695	0.182912248	0.136654861	0.171229724	0.151180767	0.211972278	0.122658578	0.183110361	0.171751353	0.160887714	0.21492975	0.267330571	0.174043178	0.139483829	0.418633831	0.469585457	0.329001655	0.143471486	0.153031653	0.144646793	0.196958167	0.224474377	0.533755557	0.376182027	0.482016586	0.57326972	0.547335929
cg21237418	0.170858536	0.194764495	0.205468903	0.143487019	0.365425963	0.036292907	0.105342107	0.132050176	0.100686762	0.139031577	0.113099025	0.125201711	0.230794346	0.225739913	0.181168698	0.349525484	0.238212865	0.26716843	0.356454099	0.156000401	0.091814272	0.159907793	0.085345234	0.111520212	0.049255494	0.048260931	0.180274131	0.163970731	0.143438154	0.181772533	0.30901031	0.183433783	0.326714312	0.319822374
cg21241889	0.282899677	0.311175623	0.338846232	0.367620336	0.216852406	0.289511812	0.392154424	0.319394428	0.353615193	0.367570636	0.370274258	0.376038533	0.297150605	0.327585224	0.36397755	0.409773816	0.383026952	0.280524882	0.275298203	0.351920884	0.33635029	0.379034411	0.424072008	0.412842236	0.371444212	0.411354673	0.36061492	0.384423128	0.371339913	0.455163224	0.292730271	0.451626974	0.517500123	0.556345481
cg21249371	0.256165428	0.274122168	0.373396956	0.03719795	0.469656524	0.065478864	0.119825055	0.281256147	0.213791533	0.292271111	0.077935788	0.210606161	0.262804291	0.124066773	0.224106082	0.10273931	0.104829073	0.272254589	0.41242266	0.146027202	0.175544785	0.499280761	0.517796481	0.344025364	0.225295922	0.249784117	0.324799249	0.348450518	0.26046233	0.253916063	0.342525742	0.213301493	0.326063398	0.19177268
cg21249376	0.054623644	0.078690135	0.040953223	0.032186469	0.03423734	0.034531893	0.035818367	0.03583567	0.03605414	0.035558063	0.037233311	0.038333118	0.034826094	0.03373691	0.049532385	0.035970532	0.031253981	0.031370088	0.030217398	0.032458995	0.039254569	0.376520738	0.443687267	0.193519782	0.034709999	0.03410279	0.043110298	0.034870497	0.163601234	0.445261473	0.029638376	0.420644405	0.540052495	0.540010277
cg21264055	0.167194994	0.235070929	0.151146304	0.126170079	0.191412001	0.161755154	0.120820076	0.133005418	0.134438888	0.188958467	0.144425776	0.124516755	0.183812687	0.110659972	0.177528574	0.239658689	0.102748172	0.157705273	0.207360605	0.156620845	0.094535442	0.334714606	0.437706047	0.282445121	0.110413989	0.147075119	0.180945603	0.122086461	0.238549093	0.3236582	0.195685209	0.296051293	0.393151273	0.395531617
cg21266975	0.361814842	0.448981973	0.353055299	0.327416833	0.396604413	0.185367138	0.600090327	0.504968694	0.483326396	0.742525748	0.770800013	0.771369379	0.431326157	0.310706839	0.433223639	0.832391084	0.772003191	0.781089061	0.738659223	0.812437211	0.738467417	0.590007447	0.631112917	0.561467083	0.396545235	0.438468074	0.34951893	0.365767077	0.431949728	0.507825671	0.361987672	0.388966637	0.518138858	0.584954762
cg21282054	0.118182019	0.286435983	0.093940278	0.071459392	0.080411611	0.118253715	0.029842987	0.185743938	0.133917547	0.084819823	0.060530215	0.19382288	0.062183449	0.102662524	0.096967176	0.016284551	0.125399496	0.050865864	0.056565453	0.046682111	0.065207535	0.430622783	0.412223275	0.298133573	0.066767114	0.091708139	0.126312579	0.123811129	0.287434647	0.432270867	0.045740661	0.404598631	0.545917623	0.535278596
